"publisher","journal","firstName","lastName","title","institution","city","state","country","zip","journalURL","turkGenderScore","inferredGender","inferredGenderScore","X5YrImpactFactor","gender","field","probF","probM","probNA"
"EDITURA ACAD ROMANE","mathematical reports","LUCIAN","BEZNEA","editor","Simion Stoilow Institute of Mathematics of the Romanian Academy / Simion Stoilow Institute of Mathematics of the Romanian Academy, Bucharest","Bucharest","","RO","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"male",0.880769230769231,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","LUMINITA A","VESE","editor","University of California at Los Angeles","los angeles","ca","US","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"female",0.95,0.265,"female","PURE",0.833333333333333,0.166666666666667,0
"EDITURA ACAD ROMANE","mathematical reports","DAN","CRIŞAN","editor","Imperial College London","","","GB","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"male",0.97940813810111,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","STEFAN","PAPADIMA","editor","Simion Stoilow Institute of Mathematics of the Romanian Academy / Simion Stoilow Institute of Mathematics of the Romanian Academy, Bucharest","Bucharest","","RO","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"male",0.997842502696872,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","HENRI","MOSCOVICI","editor","Ohio State University / Ohio State University, Columbus","Columbus","Ohio","US","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"male",0.966478873239437,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","ALEXANDRU","ZAHARESCU","editor","University of Illinois at Urbana-Champaign / University of at Urbana-Champaign","Illinois","chicago","US","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"male",0.941176470588235,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","HARI","BERCOVICI","editor","Indiana University / Indiana University, Bloomington","Bloomington","","US","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"male",0.923238095238095,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","SORIN","POPA","editor","University of California at Los Angeles","los angeles","ca","US","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"male",0.952380952380952,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","ALEXANDRU","BUIUM","editor","University of New Mexico / University of New Mexico, Albuquerque","Albuquerque","nm","US","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"male",0.941176470588235,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","HORIA","CORNEAN","editor","Aalborg University","","","DK","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",-1,NA,NA,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","SOLOMON / Solomon","MARCUS / Marcus","other","Romanian Academy / Romanian Academy, Bucharest","Bucharest","","RO","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"male",0.9655,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","PETER","CONSTANTIN","editor","Princeton University","","","US","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",NA,"male",0.999543066026959,0.265,"male","PURE",0,1,0
"EDITURA ACAD ROMANE","mathematical reports","VASILE","BRÎNZĂNESCU","managing","Simion Stoilow Institute of Mathematics of the Romanian Academy / Simion Stoilow Institute of Mathematics of the Romanian Academy, Bucharest / Stoilow Institute of Mathematics of the Romanian Academy","Bucharest","","RO","","http://imar.ro/journals/Mathematical_Reports/editorial_board.html",-0.8,NA,NA,0.265,"male","PURE",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Vera","Zeidan","editor","Department of Mathematics Michigan State University","East Lansing","FL / MI","US","48824","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"female",0.995169082125604,1.086,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Stefan","Ulbrich","editor","Department of Mathematics Technische Universität Darmstadt","Darmstadt","","DE","64293","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.997842502696872,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Irene","Gamba","editor","University of Texas at Austin","","","US","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"female",0.99850411368736,1.678,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Xu","Zhang","other","Yangtze Center of Mathematics Sichuan University","Chengdu","","CN","","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",-1,NA,NA,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Claude","Le Bris","editor","École Nationale des Ponts et Chaussées","Champs-sur-Marne","Marne la Valle","FR","77455","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",-1,NA,NA,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Alexandre","Mielke","editor","Weierstrass Institute for applied Analysis and Stochastic / Weierstrass Institute for applied Analysis and Stochastics","Berlin","","DE","10117","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.997794928335171,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Assyr","Abdulle","editor","EPFL - Ecole Polytechnique Fédérale de Lausanne","","","CH","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",-1,NA,NA,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Luigi","Ambrosio","editor","Scuola Normale Superiore","Pisa","","IT","56126","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.995381062355658,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Roberto","Natalini","editor","Istituto per le Applicazioni del Calcolo ""M. Picone"" - CNR","","","IT","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.998979591836735,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Pablo","Pedregal","editor","ETSI Industriales Universidad de Castilla-La Mancha","Ciudad Real","","ES","13071","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.9987929993965,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Marc","Teboulle","editor","School of Mathematical Sciences Tel-Aviv University","Tek Aviv / Tel-Aviv","","IL","69978","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.998717126363053,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Ta-Tsien","Li","editor","School of Mathematical Sciences Fudan University","Shanghai","","CN","","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",-1,NA,NA,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Marc","Quincampoix","editor","Laboratoire de Mathematiques, unite CNRS UMR6205 Universite de Bretagne Occidentale","Brest","","FR","29200","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.998717126363053,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Gengsheng","Wang","editor","Department of Mathematics, Wuhan University Wuhan 430072, P. R. China and The Center for Optimal Control and Discrete Mathematics Huazhong Normal University / Department of Mathematics, Wuhan University and The Center for Optimal Control and Discrete Mathematics, Huazhong Normal University","Wuhan","","CN","33431 / 430079","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",0,NA,NA,1.086,"NA","APPLIED",0.1,0.566666666666667,0.333333333333333
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Karine","Beauchard","editor","Math Polytechnic","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"female",0.995884773662551,1.086,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Jiogmin","Yong","editor","Department of Mathematics University of Central Florida","Orlando","FL","US","32816","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",-1,NA,NA,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Jean-Michel","Coron","editor","Laboratoire Jacques-Louis Lions Université Pierre et Marie Curie / toire Jacques-Louis Lions Université Pierre et Marie Curie","Paris","","FR","75005","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.957489768076398,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Marius","Tucsnak","editor","Université Henri Poincaré - Nancy 1 Institut Élie Cartan / Université Henri Poincaré, Institut Élie Cartan","Vandoeuvre les Nancy","","FR","54506","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.991596638655462,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Endre","Süli","editor","University of Oxford","","","GB","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.952380952380952,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Patrick","Ciarlet","editor","ENSTA ParisTech","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.999305796598403,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Huong","Fuentes","other","Institut Henri Poincaré","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"female",0.877878787878788,1.678,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Erik","Burman","editor","University College London","","","GB","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.98817843866171,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Jan","Hesthaven","editor","EPFL - École Polytechnique Fédérale de Lausanne","","","CH","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",-1,NA,NA,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Alessio","Figalli","editor","The University of Texas at Austin Mathematics Dept.","Austin","TX","US","78712 / 78712-1202","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.993939393939394,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Jun","Zou","editor","The Chinese University of Hong Kong","","","HK","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.930880829015544,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Barbara","Wohlmuth","editor","Technische Universität München","","","DE","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"female",0.999297506146821,1.678,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Linda","Petzold","editor","University of California Santa Barbara","","","US","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"female",0.999537785994916,1.678,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Naomi Ehrich / Naomi Erich","Leonard","editor","Edwin S. Wilsey Professor Mechanical and Aerospace Engineering Princeton University / Mechanical and Aerospace Engineering Princeton University","Princeton","NJ","US","08544","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"female",0.98609561752988,1.086,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Yves","Achdou","editor","Université Paris Diderot-Paris 7","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.972862453531599,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Emmanuel","Trélat","editor","Université Pierre et Marie Curie - Paris 6","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.997385620915033,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Stefan","Muller / MÜLLER","editor","Max-Planck Institute for Mathematics in the Science / Max-Planck Institute for Mathematics in the Sciences","Leipzig","","DE","04103","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.997842502696872,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Alfredo","Bermudez","editor","Universidade de Santiago de Compostela","","","ES","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.997105643994211,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Eduardo","Casa-Renteria / Casas-Renteria","editor","Departamento de Matemática Aplicada y C.C. E.T.S. de Ingenieros Industriales y de Telecomunicación","Santander","","ES","39005","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.99878640776699,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Benedetto","Piccoli","other","Department of Mathematical Sciences and Program Director Center for Computational and Integrative Biology Rutgers University / Joseph and Loretta Lopez Chair Professor of Mathematics Department of Mathematical Sciences and Program Director Center for Computational and Integrative Biology Rutgers University","Camden","NJ","US","08102","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.904761904761905,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Wolfgang","Dahmen","editor","CNRS et Université de Rennes 1 / RWTH Aachen University","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.97979797979798,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Annalisa","Buffa","managing","IMATI 'E. Magenes' - CNR","","","IT","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"female",0.9875,1.678,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Kazufumi","Ito","editor","Department of Mathematics North Carolina State University","Raleigh","NC","US","","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",-0.733333333333333,NA,NA,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Fatiha","ALABAU-BOUSSOUIRA / Alabau-Boussouira","editor","Université de Lorraine","Ile du Saulcy","Metz","FR","57045","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"female",0.909090909090909,1.086,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Yuan","Wang","editor","Department of Mathematical Sciences Florida Atlantic University","Boca Raton","FL / Fl","US","33431","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",-0.2,NA,NA,1.086,"male","APPLIED",0.0666666666666667,0.766666666666667,0.166666666666667
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Bertrand","Maury","editor","Université Paris-Sud","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.954462809917355,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Chi-Wang","Shu","editor","Brown University","","","US","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",-1,NA,NA,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Patrick","Joly","editor","INRIA Saclay Ile-de-France","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.999305796598403,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Jean-Pierre","Raymond","editor","Institut de Mathématiques, équipe MIP Université Paul Sabatier","Toulouse","","FR","31062","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.987710280373832,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Jerome","Droniou","editor","Monash University","","","AU","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.99737876802097,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Susanna","Terracini","editor","Dipartimento di Matematica ""Giuseppe Peano""","Torino","","IT","10123","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"female",0.993174061433447,1.086,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Gianna / Gianni","Dal Maso / Dal Masso","editor","SISSA, Mathematics Area","Trieste","","IT","34136","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.981090909090909,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Wielfried","Gangbo","editor","School of Mathematics Georgia Institute of Technology","Atlanta","GA","US","30332","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",-0.4,NA,NA,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Valeria","Simoncini","editor","Università di Bologna","","","IT","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"female",0.997477931904161,1.678,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Itala / Italo","Capuzzo-Dolcetta / Capuzzo-Dolcetto","editor","Dipartimento di Matematica G. Castelnuovo Università Roma La Sapienza","Roma / Rome","","IT","00185","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.964912280701754,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Gregoire","Allaire","editor","Centre de Mathematiques Appliquees Ecole Polytechnique","Palaiseau","","FR","91128","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.969230769230769,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Ircne","Fonseca","other","Director, Center for Nonlinear Analysis Department of Mathematical Sciences Carnegie Mellon University / Mellon College of Science Professor of Mathematics Director, Center for Nonlinear Analysis Department of Mathematical Sciences Carnegie Mellon University","Pittsburgh","PA","US","15213-3890","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",0.8,NA,NA,1.086,"female","APPLIED",1,0,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Philippe G","Ciarlet","editor","Member of the French Academy of Sciences Chair Professor, Department of Mathematics City University of Hong Kong","Kowloon","","HK","","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.986781609195402,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Darinka","Dentcheva","editor","Department of Mathematical Sciences Stevens Institute of Technology","Hoboken","NJ","US","07030","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"female",0.857142857142857,1.086,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Fabio","Nobile","editor","EPFL - École Polytechnique Fédérale de Lausanne","","","CH","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.987857923497268,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Jay","Gopalakrishnan","editor","Portland State University","","","US","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.89915164369035,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Adrian / Adriana","Garroni","editor","Dipartimento di Matematica Sapienza, Universita' di Roma","Rome","","IT","","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.968762343647136,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Gilles","Lebeau","editor","Laboratoire J.-A. Dieudonné / Laboratoire J.-A. Dieudonné Parc Valrose","Nice","France","FR","06108","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.991266375545852,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Giuseppe","Buttazzo","editor","Dipartimento di Matematica Universita' di Pisa","Pisa","","IT","56127","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.997429305912596,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Charbel","Farhat","editor","Stanford University","","","US","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.967741935483871,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Philippe","Chartier","editor","INRIA Rennes Bretagne Atlantique","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.986781609195402,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Sylvia","Serfaty","editor","Laboratoire Jacques-Louis Lions Université Pierre et Marie Curie","Paris","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"female",0.99746835443038,1.086,"female","APPLIED",0.833333333333333,0.166666666666667,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Dominique","Chapelle","editor","INRIA Saclay Ile-de-France","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",-0.8,NA,NA,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Antonin","Chambolle","editor","Ecole Polytechnique / CNRS","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.958333333333333,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Bingyi / Bingyu","Zhang","editor","Department of Mathematical Sciences University of Cincinnati","Cincinnati","OH","US","45221","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",-1,NA,NA,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Yacine","Chitour","editor","Laboratoire des signaux et systèmes Universite Paris-Sud, Supelec","Gif-sur-Yvette","","FR","91192","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.946896551724138,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Enrique","Zuazua","managing","BCAM & Ikerbasque","Bilbao","Basque Country","ES","","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.987311385459534,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Michel","Pierre","editor","Antenne de Bretagne de l'ENS Cachan Campus de Ker Lann","Bruz","","FR","35170","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.957489768076398,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Alexandre","Ern","editor","Ecole des Ponts ParisTech, Université Paris-Est","","","FR","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.997794928335171,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Christoph","Schwab","editor","ETHZ - Eidgenössische Technische Hochschule Zürich","","","CH","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",NA,"male",0.989795918367347,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","George","Weiss","editor","School of Electrical Engineering / School of Electrical Engineering Tel Aviv University","Ramat Aviv","","IL","69978","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.9890675547098,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Miroslav","Krstic","editor","Dept of Mechanical & Aerospace Engineering University of California, San Diego / Dept of Mechanical & Aerospace Engineering, University of California, San Diego","La Jolla","CA","US","92093 / 92903","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.98019801980198,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Jean-Paul","Gauthier","editor","Université de Toulon, LSIS, UMR CNRS / Université de Toulon, LSIS, UMR CNRS 7296 Avenue de l'Université","La Garde","","FR","83957","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.99966301600674,1.086,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim mathematical modelling and numerical analysis","Shi","Jin","editor","University of Wisconsin-Madison","","","US","","http://journals.cambridge.org/action/displayMoreInfo?jid=MZA&sessionId=9EAF275181007C2258D017C5AD3D4EF3.journals&type=eb",-1,NA,NA,1.678,"male","APPLIED",0,1,0
"EDP SCIENCES S A","esaim control optimisation and calculus of variations","Mete","Soner","editor","Sabanci Universitesi / Sabanci Universitesi Orhanli","Istanbul","","TR","","http://journals.cambridge.org/action/displayMoreInfo?jid=COV&type=eb",NA,"male",0.962962962962963,1.086,"male","APPLIED",0,1,0
